STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,STATISTICAL_OPERATION,Statistical operation,UNIT_MEASURE,Unit of measure,AGE,Age,METHODOLOGY,Methodology,DEFINITION,Definition,POVERTY_LINE,Poverty line,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,CURRENCY,Currency,DECIMALS,Decimals,PRICE_BASE,Price base,BASE_PER,Base period,CONF_STATUS,Confidentiality status
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,CZE,Czechia,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2009,,91.66666,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,CZE,Czechia,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2010,,93.01667,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,CZE,Czechia,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2011,,94.8,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,CZE,Czechia,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2012,,97.91666,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,CZE,Czechia,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2013,,99.325,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,CZE,Czechia,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2014,,99.66666,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,CZE,Czechia,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2015,,99.975,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,CZE,Czechia,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2016,,100.6583,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,EST,Estonia,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2016,,100.1487,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,EST,Estonia,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2017,,103.571,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,EST,Estonia,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2018,,107.13,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,EST,Estonia,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2019,,109.5697,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,EST,Estonia,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2020,,109.0826,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,EST,Estonia,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2021,,114.1584,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,EST,Estonia,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2022,,136.3031,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,EST,Estonia,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2013,,100.6016,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,EST,Estonia,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2014,,100.4948,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,SVN,Slovenia,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2004,,79.985,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,SVN,Slovenia,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2005,,81.94583,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,SVN,Slovenia,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2018,,103.1367,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,SVN,Slovenia,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2019,,104.8183,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,SVN,Slovenia,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2020,,104.7608,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,SVN,Slovenia,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2021,,106.7692,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,SVN,Slovenia,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2022,,116.2008,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,SVN,Slovenia,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2006,,83.96,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,SVN,Slovenia,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2007,,87.03083,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,SVN,Slovenia,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2008,,91.94583,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,SVN,Slovenia,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2009,,92.7175,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,SVN,Slovenia,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2010,,94.3875,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,SVN,Slovenia,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2011,,96.08916,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,SVN,Slovenia,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2012,,98.585,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,SVN,Slovenia,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2013,,100.3292,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,SVN,Slovenia,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2014,,100.5292,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,SVN,Slovenia,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2015,,100.0008,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,SVN,Slovenia,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2016,,99.94583,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,NOR,Norway,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2009,,89.91666,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,NOR,Norway,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2010,,92.09167,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,NOR,Norway,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2011,,93.275,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,NOR,Norway,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2012,,93.925,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,NOR,Norway,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2013,,95.91666,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,NOR,Norway,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2014,,97.875,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,NOR,Norway,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2015,,100,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,NOR,Norway,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2016,,103.55,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,NOR,Norway,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2017,,105.4917,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,NOR,Norway,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2018,,108.4083,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,NOR,Norway,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2019,,110.7583,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,NOR,Norway,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2020,,112.1833,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,NOR,Norway,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2021,,116.0917,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,NOR,Norway,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2022,,122.7833,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,NOR,Norway,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2004,,81.04166,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,FIN,Finland,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2004,,83.31992,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,FIN,Finland,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2005,,83.83973,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,FIN,Finland,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2018,,102.2042,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,FIN,Finland,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2019,,103.2508,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,FIN,Finland,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2020,,103.5508,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,FIN,Finland,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2021,,105.8233,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,FIN,Finland,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2022,,113.3617,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,FIN,Finland,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2006,,85.15321,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,FIN,Finland,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2007,,87.29113,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,FIN,Finland,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2008,,90.84034,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,FIN,Finland,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2009,,90.84034,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,FIN,Finland,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2010,,91.91602,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,FIN,Finland,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2011,,95.05661,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,FIN,Finland,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2012,,97.72611,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,FIN,Finland,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2013,,99.17079,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,FIN,Finland,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2014,,100.2034,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,FIN,Finland,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2015,,99.995,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,FIN,Finland,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2016,,100.3517,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,FIN,Finland,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2017,,101.1083,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,FIN,Finland,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,1998,,75.9072,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,FIN,Finland,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,1999,,76.78943,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,FIN,Finland,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2000,,79.12543,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,FIN,Finland,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2001,,81.16563,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,FIN,Finland,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2002,,82.44093,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,LVA,Latvia,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2004,,62.83913,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,LVA,Latvia,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2005,,67.0798,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,LVA,Latvia,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2018,,105.6875,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,LVA,Latvia,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2019,,108.6588,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,LVA,Latvia,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2020,,108.8969,,A,Normal value,,,,,2,Two,,,2015,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,LVA,Latvia,A,Annual,CPI,Consumer Price Index,_Z,Not applicable​​,IX,Index,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2021,,112.4641,,A,Normal value,,,,,2,Two,,,2015,,,
